No. Pesanan,Status Pesanan,Alasan Pembatalan,Status Pembatalan/ Pengembalian,No. Resi,Opsi Pengiriman,Antar ke counter/ pick-up,Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan),Waktu Pengiriman Diatur,Waktu Pesanan Dibuat,Waktu Pembayaran Dilakukan,Metode Pembayaran,SKU Induk,Nama Produk,Nomor Referensi SKU,Nama Variasi,Harga Awal,Harga Setelah Diskon,Jumlah,Returned quantity,Total Harga Produk,Total Diskon,Diskon Dari Penjual,Diskon Dari Shopee,Berat Produk,Jumlah Produk di Pesan,Total Berat,Nama Gudang,Voucher Ditanggung Penjual,Cashback Koin,Voucher Ditanggung Shopee,Paket Diskon,Paket Diskon (Diskon dari Shopee),Paket Diskon (Diskon dari Penjual),Potongan Koin Shopee,Diskon Kartu Kredit,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Catatan dari Pembeli,Catatan,Username (Pembeli),Nama Penerima,No. Telepon,Alamat Pengiriman,Kota/Kabupaten,Provinsi,Waktu Pesanan Selesai
SP379801399401,Selesai,,,SHP55257825390,Hemat,Pick-up,2023-01-24 18:54:55,2023-01-23 18:54:55,2023-01-22 18:54:55,2023-01-22 20:25:55,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,57000,2,0,114000,4000,0,4000,0.15,2,0.3,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,15000,15000,0,128000,15000,,,reni_handayani650,Hendra Cahyani,8013477894,"Jl. Diponegoro No. 146, Bekasi",Bekasi,Jawa Barat,2023-01-29 22:54:55
SP934775577120,Selesai,,,SHP23662740794,Hemat,Pick-up,2023-01-26 08:52:17,2023-01-25 10:52:17,2023-01-24 08:52:17,2023-01-24 10:20:17,Dana,GDS-SPR-HAZ-60,Gendes Feminine Wash Spray Hazelnut 60ml,GDS-SPR-HAZ-60,Spray 60ml - Hazelnut,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,22000,22000,0,79000,22000,Kemas bubble wrap,,dewi_pratama929,Mega Wibowo,8842163090,"Jl. Merdeka No. 29, Medan",Medan,Sumatera Utara,2023-01-28 10:52:17
SP122126395471,Selesai,,,SHP43675842137,Express,Pick-up,2023-01-26 13:21:14,2023-01-25 13:21:14,2023-01-24 13:21:14,2023-01-24 14:01:14,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Surabaya,0,1000,5000,0,0,0,1000,0,12000,12000,0,59000,12000,,,nina_lestari183,Risa Wibowo,8902199471,"Jl. Merdeka No. 64, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2023-01-31 16:21:14
SP354319564147,Selesai,,,SHP71790420142,Instant,Pick-up,2023-01-26 21:04:00,2023-01-25 20:04:00,2023-01-24 21:04:00,2023-01-24 21:05:00,ShopeePay,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,GDS-SPR-GRA-60,Spray 60ml - Grape,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,12000,12000,0,67000,12000,Kemas bubble wrap,,nova_susanto956,Reza Sari,8696084376,"Jl. Diponegoro No. 88, Jakarta Barat",Jakarta Barat,DKI Jakarta,2023-01-30 01:04:00
SP545766366167,Selesai,,,SHP33096892169,Standar,Pick-up,2023-01-27 15:40:16,2023-01-26 14:40:16,2023-01-25 15:40:16,2023-01-25 17:19:16,OVO,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Bandung,0,2000,0,0,0,0,2000,0,22000,22000,0,49000,22000,Tolong dikemas rapi,,yoga_setiawan39,Tari Nugraha,8343697093,"Jl. Merdeka No. 116, Lhokseumawe",Lhokseumawe,Aceh,2023-01-29 16:40:16
SP500587827178,Selesai,,,SHP41560407757,Express,Antar ke counter,2023-01-27 18:29:34,2023-01-26 20:29:34,2023-01-25 18:29:34,2023-01-25 20:58:34,QRIS,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,57000,1,0,57000,2000,0,2000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,75000,18000,,,nova_wijaya199,Indah Hartono,8898306503,"Jl. Merdeka No. 182, Jakarta Utara",Jakarta Utara,DKI Jakarta,2023-01-28 21:29:34
SP547660527133,Selesai,,,SHP35408867084,Hemat,Antar ke counter,2023-01-27 19:31:55,2023-01-26 17:31:55,2023-01-25 19:31:55,2023-01-25 21:00:55,Transfer Bank,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,35000,8000,,,yoga_cahyani195,Lina Gunawan,8092487623,"Jl. Merdeka No. 51, Jakarta Timur",Jakarta Timur,DKI Jakarta,2023-01-29 23:31:55
SP684771473682,Selesai,,,SHP34580993326,Hemat,Pick-up,2023-01-28 20:33:26,2023-01-27 23:33:26,2023-01-26 20:33:26,2023-01-26 21:23:26,OVO,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,GDS-FOA-HAZ-60,Foam 60ml - Hazelnut,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,12000,12000,0,66000,12000,,,hendra_putri378,Nadia Nugraha,8808806220,"Jl. Gatot Subroto No. 40, Salatiga",Salatiga,Jawa Tengah,2023-01-31 23:33:26
SP800775827198,Selesai,,,SHP43128928265,Instant,Antar ke counter,2023-01-28 21:36:14,2023-01-28 00:36:14,2023-01-26 21:36:14,2023-01-26 22:52:14,ShopeePay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,15000,15000,0,72000,15000,,,mira_hartono447,Sari Permata,8787688687,"Jl. Diponegoro No. 91, Maros",Maros,Sulawesi Selatan,2023-01-29 22:36:14
SP225835850989,Selesai,,,SHP19478533341,Instant,Pick-up,2023-01-29 08:58:54,2023-01-28 11:58:54,2023-01-27 08:58:54,2023-01-27 11:53:54,Kartu Kredit,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,41000,1,0,41000,18000,7200,10800,0.15,1,0.15,Gudang Medan,10000,2000,5000,0,0,0,2000,0,18000,18000,0,42000,18000,,,lia_handayani124,Eka Rahayu,8573036279,"Jl. Ahmad Yani No. 167, Solo",Solo,Jawa Tengah,2023-01-30 09:58:54
SP366508502832,Selesai,,,SHP29169724562,Standar,Pick-up,2023-01-29 11:36:42,2023-01-28 14:36:42,2023-01-27 11:36:42,2023-01-27 13:06:42,ShopeePay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,15000,15000,0,69000,15000,,,risa_sari892,Ayu Purnama,8766194588,"Jl. Gatot Subroto No. 11, Magelang",Magelang,Jawa Tengah,2023-01-31 13:36:42
SP673939376756,Selesai,,,SHP37958118426,Instant,Pick-up,2023-01-29 12:37:14,2023-01-28 16:37:14,2023-01-27 12:37:14,2023-01-27 13:25:14,Dana,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,98000,1,0,98000,12000,4800,7200,0.3,1,0.3,Gudang Surabaya,5000,0,0,0,0,0,0,0,8000,8000,0,101000,8000,,,vera_purnama973,Yuni Gunawan,8759545089,"Jl. Merdeka No. 113, Bandung",Bandung,Jawa Barat,2023-01-31 13:37:14
SP199627496988,Selesai,,,SHP27798136073,Instant,Antar ke counter,2023-01-29 15:54:23,2023-01-28 18:54:23,2023-01-27 15:54:23,2023-01-27 18:40:23,COD,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,57000,2,0,114000,4000,0,4000,0.15,2,0.3,Gudang Medan,0,0,0,0,0,0,0,0,18000,18000,0,132000,18000,,,andi_kurniawan254,Rina Lestari,8402369362,"Jl. Gatot Subroto No. 141, Metro",Metro,Lampung,2023-02-01 18:54:23
SP284602836620,Dibatalkan,Pesanan duplikat,Dibatalkan,,Hemat,Pick-up,2023-01-29 21:03:35,2023-01-28 18:03:35,2023-01-27 21:03:35,,ShopeePay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,49000,1,0,49000,10000,4000,6000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,0,0,0,0,8000,,,eka_lestari114,Yuni Gunawan,8574988558,"Jl. Ahmad Yani No. 171, Sidoarjo",Sidoarjo,Jawa Timur,
SP752629301998,Selesai,,,SHP16033179604,Hemat,Antar ke counter,2023-01-30 09:21:10,2023-01-29 10:21:10,2023-01-28 09:21:10,2023-01-28 10:39:10,COD,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,62000,8000,,,reza_kusuma740,Hendra Kurniawan,8337218856,"Jl. Gatot Subroto No. 108, Bogor",Bogor,Jawa Barat,2023-02-04 12:21:10
SP134266789372,Selesai,,,SHP76203583234,Hemat,Pick-up,2023-01-30 15:31:05,2023-01-29 17:31:05,2023-01-28 15:31:05,2023-01-28 15:59:05,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,8000,8000,0,59000,8000,Kemas bubble wrap,,andi_rahayu536,Putri Pratama,8769366343,"Jl. Diponegoro No. 43, Jakarta Barat",Jakarta Barat,DKI Jakarta,2023-02-03 17:31:05
SP643006455836,Selesai,,,SHP83658887763,Hemat,Antar ke counter,2023-01-30 18:38:27,2023-01-29 15:38:27,2023-01-28 18:38:27,2023-01-28 18:45:27,Transfer Bank,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,2,0,118000,0,0,0,0.15,2,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,140000,22000,Jangan sampai bocor,,indah_putri122,Dito Wijaya,8024559102,"Jl. Sudirman No. 85, Bogor",Bogor,Jawa Barat,2023-01-31 19:38:27
SP679119860313,Selesai,,,SHP92856054215,Express,Antar ke counter,2023-01-30 21:52:25,2023-01-30 00:52:25,2023-01-28 21:52:25,2023-01-28 23:45:25,COD,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,26000,2,0,52000,6000,2400,3600,0.08,2,0.16,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,12000,12000,0,64000,12000,,,sri_lestari534,Fajar Gunawan,8428179340,"Jl. Gatot Subroto No. 87, Bukittinggi",Bukittinggi,Sumatera Barat,2023-02-01 02:52:25
SP459343830564,Selesai,,,SHP52293070630,Instant,Antar ke counter,2023-01-30 22:05:58,2023-01-30 00:05:58,2023-01-28 22:05:58,2023-01-29 00:58:58,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,45000,1,0,45000,14000,5600,8400,0.15,1,0.15,Gudang Bandung,5000,0,0,0,0,0,0,0,15000,15000,0,55000,15000,Kemas bubble wrap,,tika_nugraha199,Hana Lestari,8109121722,"Jl. Merdeka No. 73, Langsa",Langsa,Aceh,2023-02-02 00:05:58
SP499577283599,Selesai,,,SHP97931845903,Express,Pick-up,2023-01-31 09:29:02,2023-01-30 13:29:02,2023-01-29 09:29:02,2023-01-29 12:12:02,Kartu Kredit,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,18000,18000,0,71000,18000,,,fitri_wijaya452,Nina Lestari,8046277657,"Jl. Ahmad Yani No. 84, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2023-02-03 12:29:02
SP143586048731,Dibatalkan,Pembeli meminta pembatalan,Dibatalkan,,Instant,Pick-up,2023-01-31 09:48:28,2023-01-30 12:48:28,2023-01-29 09:48:28,,OVO,GDS-FOA-GRA-60,Gendes Feminine Wash Foam Grape 60ml,GDS-FOA-GRA-60,Foam 60ml - Grape,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,0,0,0,0,12000,,,nadia_rahayu586,Vera Wijaya,8600559550,"Jl. Merdeka No. 124, Depok",Depok,Jawa Barat,
SP420177456084,Selesai,,,SHP90397953272,Standar,Pick-up,2023-01-31 13:33:31,2023-01-30 12:33:31,2023-01-29 13:33:31,2023-01-29 16:13:31,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Medan,0,2000,5000,0,0,0,2000,0,18000,18000,0,63000,18000,,,elsa_cahyani551,Dewi Anggraini,8917679935,"Jl. Diponegoro No. 58, Pasuruan",Pasuruan,Jawa Timur,2023-02-02 14:33:31
SP340692304374,Dibatalkan,Pesanan duplikat,Dibatalkan,,Instant,Antar ke counter,2023-01-31 15:11:12,2023-01-30 19:11:12,2023-01-29 15:11:12,,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,43000,2,0,86000,32000,12800,19200,0.15,2,0.3,Gudang Medan,0,2000,0,0,0,0,2000,0,0,0,0,0,15000,,,putri_rahayu14,Andi Lestari,8148860849,"Jl. Merdeka No. 128, Jakarta Utara",Jakarta Utara,DKI Jakarta,
SP810081680991,Selesai,,,SHP20434625146,Hemat,Antar ke counter,2023-01-31 19:29:55,2023-01-30 20:29:55,2023-01-29 19:29:55,2023-01-29 22:16:55,QRIS,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Bandung,0,0,5000,0,0,0,0,0,12000,12000,0,65000,12000,,,arif_pratama438,Citra Nugraha,8244626325,"Jl. Merdeka No. 196, Gresik",Gresik,Jawa Timur,2023-02-01 21:29:55
SP938005546431,Selesai,,,SHP35620097016,Hemat,Pick-up,2023-01-31 21:31:36,2023-01-30 18:31:36,2023-01-29 21:31:36,2023-01-29 21:47:36,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,12000,12000,0,70000,12000,,,dito_kurniawan776,Bagas Putri,8794151526,"Jl. Ahmad Yani No. 140, Bandar Lampung",Bandar Lampung,Lampung,2023-02-05 00:31:36
SP932900304049,Dibatalkan,Pesanan duplikat,Dibatalkan,,Standar,Pick-up,2023-01-31 21:44:59,2023-01-31 01:44:59,2023-01-29 21:44:59,,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,51000,2,0,102000,16000,6400,9600,0.15,2,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,0,0,0,0,12000,,,tari_hartono5,Andi Putri,8863239791,"Jl. Ahmad Yani No. 169, Bandar Lampung",Bandar Lampung,Lampung,
SP556721348812,Selesai,,,SHP97499381842,Instant,Antar ke counter,2023-01-31 22:26:42,2023-01-30 21:26:42,2023-01-29 22:26:42,2023-01-29 22:55:42,GoPay,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,25000,2,0,50000,8000,3200,4800,0.08,2,0.16,Gudang Jakarta Selatan,5000,0,0,0,0,0,0,0,12000,12000,0,57000,12000,Kemas bubble wrap,,dewi_pratama303,Citra Putri,8988192778,"Jl. Diponegoro No. 186, Bandung",Bandung,Jawa Barat,2023-02-01 01:26:42
SP254611964046,Selesai,,,SHP52687888755,Express,Pick-up,2023-02-01 15:48:42,2023-01-31 11:48:42,2023-01-30 15:48:42,2023-01-30 17:07:42,Kartu Kredit,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Surabaya,0,0,5000,0,0,0,0,0,15000,15000,0,65000,15000,Kemas bubble wrap,,rizky_wijaya566,Yuni Anggraini,8185174460,"Jl. Merdeka No. 73, Jakarta Timur",Jakarta Timur,DKI Jakarta,2023-02-05 16:48:42
SP468370749816,Selesai,,,SHP48545781385,Express,Antar ke counter,2023-02-01 17:38:55,2023-01-31 14:38:55,2023-01-30 17:38:55,2023-01-30 20:17:55,ShopeePay,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,12000,12000,0,71000,12000,,,nova_wibowo179,Laras Kusuma,8304488189,"Jl. Diponegoro No. 77, Cimahi",Cimahi,Jawa Barat,2023-02-03 18:38:55
SP106821714861,Selesai,,,SHP23180170372,Hemat,Pick-up,2023-02-01 20:38:34,2023-01-31 20:38:34,2023-01-30 20:38:34,2023-01-30 23:00:34,QRIS,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,24000,1,0,24000,5000,2000,3000,0.08,1,0.08,Gudang Jakarta Selatan,10000,0,0,0,0,0,0,0,18000,18000,0,32000,18000,,,ratna_susanto655,Eka Cahyani,8814298315,"Jl. Ahmad Yani No. 48, Surabaya",Surabaya,Jawa Timur,2023-02-04 22:38:34
SP674157289205,Selesai,,,SHP11751962237,Instant,Antar ke counter,2023-02-02 13:24:10,2023-02-01 11:24:10,2023-01-31 13:24:10,2023-01-31 14:11:10,OVO,GDS-FOA-MAN-60,Gendes Feminine Wash Foam Mango 60ml,GDS-FOA-MAN-60,Foam 60ml - Mango,59000,59000,2,0,118000,0,0,0,0.15,2,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,126000,8000,,,reni_putri872,Ayu Anggraini,8396384526,"Jl. Diponegoro No. 106, Tabanan",Tabanan,Bali,2023-02-03 18:24:10
SP240408064210,Selesai,,,SHP47567158241,Express,Antar ke counter,2023-02-02 13:30:20,2023-02-01 10:30:20,2023-01-31 13:30:20,2023-01-31 14:31:20,ShopeePay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,49000,1,0,49000,10000,4000,6000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,15000,15000,0,63000,15000,,,putri_permata744,Rina Kurniawan,8301623419,"Jl. Merdeka No. 167, Cimahi",Cimahi,Jawa Barat,2023-02-04 15:30:20
SP514082636743,Selesai,,,SHP60976112758,Express,Antar ke counter,2023-02-03 05:40:45,2023-02-02 08:40:45,2023-02-01 05:40:45,2023-02-01 06:54:45,QRIS,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,77000,18000,,,nadia_wijaya227,Risa Cahyani,8533774604,"Jl. Merdeka No. 111, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2023-02-04 06:40:45
SP568911902512,Selesai,,,SHP45577130422,Hemat,Pick-up,2023-02-03 07:04:43,2023-02-02 04:04:43,2023-02-01 07:04:43,2023-02-01 07:31:43,QRIS,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,22000,22000,0,73000,22000,,,tika_wijaya592,Wati Permata,8373476427,"Jl. Ahmad Yani No. 113, Sidoarjo",Sidoarjo,Jawa Timur,2023-02-07 09:04:43
SP506824639500,Selesai,,,SHP44831430579,Standar,Pick-up,2023-02-03 09:42:33,2023-02-02 13:42:33,2023-02-01 09:42:33,2023-02-01 10:18:33,ShopeePay,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,77000,18000,,,arif_hartono198,Tari Rahayu,8191344389,"Jl. Diponegoro No. 136, Bogor",Bogor,Jawa Barat,2023-02-06 11:42:33
SP302694191792,Pengembalian Dana/Barang,,Pengembalian,SHP74430782309,Instant,Pick-up,2023-02-03 15:33:07,2023-02-02 19:33:07,2023-02-01 15:33:07,2023-02-01 18:23:07,COD,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,27000,3,3,81000,6000,0,6000,0.08,3,0.24,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,8000,8000,8000,8000,8000,,,hana_setiawan612,Dian Hartono,8369995167,"Jl. Diponegoro No. 51, Jakarta Barat",Jakarta Barat,DKI Jakarta,2023-02-05 18:33:07
SP353991462687,Selesai,,,SHP23212471633,Express,Pick-up,2023-02-04 08:02:20,2023-02-03 07:02:20,2023-02-02 08:02:20,2023-02-02 09:34:20,Dana,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,27000,2,0,54000,4000,0,4000,0.08,2,0.16,Gudang Medan,0,1000,5000,0,0,0,1000,0,12000,12000,0,60000,12000,,,arif_nugraha197,Budi Wibowo,8118723335,"Jl. Merdeka No. 10, Cimahi",Cimahi,Jawa Barat,2023-02-06 13:02:20
SP760527742948,Selesai,,,SHP47818972916,Instant,Pick-up,2023-02-04 09:16:45,2023-02-03 08:16:45,2023-02-02 09:16:45,2023-02-02 09:38:45,Dana,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,50000,1,0,50000,9000,3600,5400,0.15,1,0.15,Gudang Bandung,0,2000,5000,0,0,0,2000,0,18000,18000,0,61000,18000,,,lia_kusuma192,Yoga Wijaya,8073651189,"Jl. Ahmad Yani No. 148, Serang",Serang,Banten,2023-02-07 10:16:45
SP150412071277,Selesai,,,SHP40738884067,Express,Antar ke counter,2023-02-04 12:17:06,2023-02-03 08:17:06,2023-02-02 12:17:06,2023-02-02 14:24:06,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,50000,1,0,50000,9000,3600,5400,0.15,1,0.15,Gudang Bandung,5000,2000,5000,0,0,0,2000,0,12000,12000,0,50000,12000,,,ani_purnama742,Citra Permata,8707392013,"Jl. Sudirman No. 161, Surabaya",Surabaya,Jawa Timur,2023-02-07 14:17:06
SP190660422077,Selesai,,,SHP69669552827,Hemat,Antar ke counter,2023-02-04 18:13:58,2023-02-03 19:13:58,2023-02-02 18:13:58,2023-02-02 18:24:58,OVO,GDS-SPR-HAZ-60,Gendes Feminine Wash Spray Hazelnut 60ml,GDS-SPR-HAZ-60,Spray 60ml - Hazelnut,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,72000,18000,,,bagas_lestari913,Budi Putri,8632488899,"Jl. Sudirman No. 116, Gresik",Gresik,Jawa Timur,2023-02-04 20:13:58
SP907136939376,Selesai,,,SHP38373762185,Instant,Pick-up,2023-02-04 18:54:20,2023-02-03 21:54:20,2023-02-02 18:54:20,2023-02-02 21:48:20,OVO,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,54000,2,0,108000,10000,0,10000,0.15,2,0.3,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,18000,18000,0,125000,18000,,,lina_setiawan728,Ani Wibowo,8719120381,"Jl. Diponegoro No. 123, Bekasi",Bekasi,Jawa Barat,2023-02-06 21:54:20
SP699607075785,Selesai,,,SHP18194803031,Hemat,Pick-up,2023-02-04 21:20:05,2023-02-03 20:20:05,2023-02-02 21:20:05,2023-02-03 00:17:05,OVO,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,75000,22000,,,sari_kurniawan710,Arif Wibowo,8144582206,"Jl. Gatot Subroto No. 53, Serang",Serang,Banten,2023-02-08 23:20:05
SP403574039195,Selesai,,,SHP33454383491,Hemat,Antar ke counter,2023-02-05 07:23:45,2023-02-04 11:23:45,2023-02-03 07:23:45,2023-02-03 07:51:45,Dana,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,22000,22000,0,73000,22000,,,yoga_santoso270,Dewi Rahayu,8015291137,"Jl. Merdeka No. 113, Jakarta Utara",Jakarta Utara,DKI Jakarta,2023-02-06 10:23:45
